asset_type ,asset_ID ,pos_x               ,pos_y                ,pos_z               ,rot_w                   ,rot_x                   ,rot_y                   ,rot_z              ,error                 ,tracking_validity ,block_num ,trial_num ,block_task ,block_hand ,target_loc    ,distractor_loc
RigidBody  ,       1 ,0.3051234185695648  ,0.021047499030828476 ,0.17708994448184967 ,-0.00024933888926170766 ,4.084058673470281e-5    ,-4.343127511674538e-5   ,1.0                ,1.3794382539344952e-5 ,                1 ,        3 ,        1 ,Forehand   ,RightHand  ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.3051263988018036  ,0.02104680798947811  ,0.17708195745944977 ,-0.0003652023442555219  ,-0.0001303665485465899  ,-3.379119880264625e-5   ,1.0                ,9.645391401136294e-6  ,                1 ,        3 ,        1 ,Forehand   ,RightHand  ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.30511176586151123 ,0.021046800538897514 ,0.17707061767578125 ,-0.00028410842060111463 ,-0.0003852497902698815  ,5.278052412904799e-5    ,0.9999998807907104 ,3.580921475077048e-5  ,                1 ,        3 ,        1 ,Forehand   ,RightHand  ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.3051200807094574  ,0.021045643836259842 ,0.17709116637706757 ,-0.00021743433899246156 ,2.536306783440523e-5    ,-1.6506464817211963e-6  ,1.0                ,1.6943555237958208e-5 ,                1 ,        3 ,        1 ,Forehand   ,RightHand  ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.30512121319770813 ,0.021041037514805794 ,0.17708627879619598 ,-0.00046052661491557956 ,0.00010212936467723921  ,-1.6605745258857496e-5  ,0.9999998807907104 ,1.6982790839392692e-5 ,                1 ,        3 ,        1 ,Forehand   ,RightHand  ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.30511778593063354 ,0.021040963008999824 ,0.1770855188369751  ,-0.0004777224385179579  ,5.9715061070164666e-5   ,5.276384854369098e-6    ,0.9999998807907104 ,1.8954895494971424e-5 ,                1 ,        3 ,        2 ,Forehand   ,RightHand  ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.3051210045814514  ,0.021046729758381844 ,0.1770879626274109  ,-0.0003084764175582677  ,4.1113889892585576e-5   ,-3.737634324352257e-5   ,1.0                ,1.465544573875377e-5  ,                1 ,        3 ,        2 ,Forehand   ,RightHand  ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.3051198124885559  ,0.021045135334134102 ,0.1770874708890915  ,-0.00023853874881751835 ,3.970454417867586e-5    ,-2.1287594790919684e-5  ,1.0                ,1.4480632671620697e-5 ,                1 ,        3 ,        2 ,Forehand   ,RightHand  ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.30512189865112305 ,0.021048307418823242 ,0.17708832025527954 ,-0.0003375842934474349  ,5.198076178203337e-5    ,-6.879771535750479e-5   ,1.0                ,1.3483487236953806e-5 ,                1 ,        3 ,        2 ,Forehand   ,RightHand  ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.305120974779129   ,0.02104801870882511  ,0.17708948254585266 ,-0.0002848306321538985  ,3.3090949727920815e-5   ,-5.194649565964937e-5   ,1.0                ,1.6282909200526774e-5 ,                1 ,        3 ,        2 ,Forehand   ,RightHand  ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.3051200211048126  ,0.02103591524064541  ,0.17707885801792145 ,-0.00046238431241363287 ,-3.6920708225807175e-5  ,0.00010838186426553875  ,0.9999998807907104 ,1.5357594747911207e-5 ,                1 ,        3 ,        2 ,Forehand   ,RightHand  ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.30511796474456787 ,0.02103799395263195  ,0.17708688974380493 ,-0.00044561177492141724 ,0.00010648115130607039  ,1.3964246136310976e-5   ,0.9999998807907104 ,1.8528546206653118e-5 ,                1 ,        3 ,        2 ,Forehand   ,RightHand  ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.30512115359306335 ,0.021040499210357666 ,0.1770801544189453  ,-0.0005017836228944361  ,-1.705684007902164e-5   ,-1.5536140836047707e-6  ,0.9999998807907104 ,1.2196370335004758e-5 ,                1 ,        3 ,        3 ,Forehand   ,RightHand  ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.30511993169784546 ,0.021046698093414307 ,0.17709007859230041 ,-0.00020979781402274966 ,5.638713264488615e-5    ,-3.449109135544859e-5   ,1.0                ,1.3943104931968264e-5 ,                1 ,        3 ,        3 ,Forehand   ,RightHand  ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.3051259517669678  ,0.021048594266176224 ,0.17708240449428558 ,-0.00035666528856381774 ,-0.00011259036546107382 ,-2.3264925403054804e-5  ,1.0                ,1.0917821782641113e-5 ,                1 ,        3 ,        3 ,Forehand   ,RightHand  ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.3051190674304962  ,0.02104216068983078  ,0.1770903319120407  ,-0.00039180886233225465 ,6.708315049763769e-5    ,4.844382783630863e-5    ,1.0                ,1.6331685401382856e-5 ,                1 ,        3 ,        3 ,Forehand   ,RightHand  ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.3051224946975708  ,0.021042050793766975 ,0.17708101868629456 ,-0.0004590923781506717  ,-2.803648158078431e-6   ,5.6275646784342825e-5   ,0.9999998807907104 ,1.1495720173115842e-5 ,                1 ,        3 ,        3 ,Forehand   ,RightHand  ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.3051251173019409  ,0.021041154861450195 ,0.17707814276218414 ,-0.0005352504667825997  ,-5.255468931864016e-5   ,2.679417320905486e-6    ,0.9999998807907104 ,1.1204790098418016e-5 ,                1 ,        3 ,        3 ,Forehand   ,RightHand  ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.3051263988018036  ,0.02104610949754715  ,0.1770819127559662  ,-0.0003123171045444906  ,-8.575126412324607e-5   ,-4.969549263478257e-5   ,1.0                ,1.049442926159827e-5  ,                1 ,        3 ,        4 ,Forehand   ,RightHand  ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.3051195740699768  ,0.021047238260507584 ,0.17708905041217804 ,-0.0002727717801462859  ,1.1739857654902153e-5   ,-5.295175469655078e-6   ,1.0                ,1.2532946129795164e-5 ,                1 ,        3 ,        4 ,Forehand   ,RightHand  ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.3051249086856842  ,0.021043431013822555 ,0.17708337306976318 ,-0.0003072236431762576  ,-8.871729369275272e-5   ,6.019628017384093e-6    ,1.0                ,1.3876420780434273e-5 ,                1 ,        3 ,        4 ,Forehand   ,RightHand  ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.3051222264766693  ,0.021046781912446022 ,0.17709088325500488 ,-0.00019311645883135498 ,4.3748750613303855e-6   ,1.4179761365085142e-7   ,1.0                ,1.530786721559707e-5  ,                1 ,        3 ,        4 ,Forehand   ,RightHand  ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.3051217198371887  ,0.021046282723546028 ,0.17708943784236908 ,-0.0001831136323744431  ,3.0108803912298754e-5   ,2.8671764084720053e-5   ,1.0                ,1.45478361446294e-5   ,                1 ,        3 ,        4 ,Forehand   ,RightHand  ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.30512359738349915 ,0.021044274792075157 ,0.17708373069763184 ,-0.0002392429014435038  ,5.775843874289421e-6    ,-4.2874158680206165e-5  ,1.0                ,1.3343116734176874e-5 ,                1 ,        3 ,        4 ,Forehand   ,RightHand  ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.3051254153251648  ,0.02104390412569046  ,0.17707675695419311 ,-0.00028584219398908317 ,-9.267350833397359e-5   ,-1.8381859263172373e-5  ,1.0                ,1.0381378160673194e-5 ,                1 ,        3 ,        4 ,Forehand   ,RightHand  ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.3051222860813141  ,0.021045181900262833 ,0.17708589136600494 ,-0.00016008078819140792 ,4.2267820390406996e-5   ,1.5540274034719914e-5   ,1.0                ,1.4865903722238727e-5 ,                1 ,        3 ,        5 ,Forehand   ,RightHand  ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.30512240529060364 ,0.021050598472356796 ,0.17708812654018402 ,-0.00024023899459280074 ,4.365255153970793e-5    ,-1.2056779269187246e-5  ,1.0                ,1.3296265024109744e-5 ,                1 ,        3 ,        5 ,Forehand   ,RightHand  ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.3051265478134155  ,0.02104729227721691  ,0.17707559466362    ,-0.0003991010889876634  ,-0.00015010776405688375 ,3.3468413676018827e-6   ,0.9999998807907104 ,1.1380563591956161e-5 ,                1 ,        3 ,        5 ,Forehand   ,RightHand  ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.3051230013370514  ,0.021046193316578865 ,0.1770908087491989  ,-0.0001945828553289175  ,-1.000963311525993e-5   ,-3.5443815704638837e-6  ,1.0                ,1.3495011444319971e-5 ,                1 ,        3 ,        5 ,Forehand   ,RightHand  ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.30512672662734985 ,0.0210445374250412   ,0.17707571387290955 ,-0.00032546857255510986 ,-9.191891149384901e-5   ,-2.111532012349926e-5   ,1.0                ,1.3411607142188586e-5 ,                1 ,        3 ,        5 ,Forehand   ,RightHand  ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.3051205575466156  ,0.02104603685438633  ,0.17708399891853332 ,-0.00019169962615706027 ,6.972521805437282e-5    ,2.3693035473115742e-5   ,1.0                ,1.3389388186624274e-5 ,                1 ,        3 ,        5 ,Forehand   ,RightHand  ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.3051273226737976  ,0.021045371890068054 ,0.1770780384540558  ,-0.0002825525007210672  ,-5.4458661907119676e-5  ,-2.4051179934758693e-5  ,1.0                ,8.093657015706412e-6  ,                1 ,        3 ,        5 ,Forehand   ,RightHand  ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.3051159977912903  ,0.02103891409933567  ,0.17708808183670044 ,-0.00039239521720446646 ,0.00012744448031298816  ,1.4847118109173607e-5   ,1.0                ,1.904806777019985e-5  ,                1 ,        3 ,        6 ,Forehand   ,RightHand  ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.30512091517448425 ,0.021047620102763176 ,0.1770917922258377  ,-0.0003279974916949868  ,8.208926010411233e-5    ,-9.406269964529201e-5   ,1.0                ,1.4139928680378944e-5 ,                1 ,        3 ,        6 ,Forehand   ,RightHand  ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.3051208555698395  ,0.02104247361421585  ,0.1770930141210556  ,-0.00045568187488242984 ,0.00010674139048205689  ,-8.639439329272136e-5   ,0.9999998807907104 ,1.7615620890865102e-5 ,                1 ,        3 ,        6 ,Forehand   ,RightHand  ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.30512261390686035 ,0.02104463428258896  ,0.17709049582481384 ,-0.0002809728030115366  ,6.135975127108395e-5    ,-4.0243463445222005e-5  ,1.0                ,1.507801607658621e-5  ,                1 ,        3 ,        6 ,Forehand   ,RightHand  ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.3051232695579529  ,0.021034739911556244 ,0.17707625031471252 ,-0.00044495463953353465 ,3.087197910645045e-5    ,-2.8206373826833442e-5  ,0.9999998807907104 ,1.276304556085961e-5  ,                1 ,        3 ,        6 ,Forehand   ,RightHand  ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.30512213706970215 ,0.021044638007879257 ,0.17708365619182587 ,-0.00024434144143015146 ,2.2777763660997152e-5   ,-7.159780216170475e-5   ,1.0                ,1.4103390640229918e-5 ,                1 ,        3 ,        6 ,Forehand   ,RightHand  ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.30512166023254394 ,0.02104230225086212  ,0.17707739770412445 ,-0.00030626950319856405 ,-9.958343434846029e-5   ,-6.880806176923215e-5   ,1.0                ,1.0091236617881805e-5 ,                1 ,        3 ,        6 ,Forehand   ,RightHand  ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.3051210045814514  ,0.021043768152594566 ,0.17707927525043487 ,-0.00027136330027133226 ,5.559281271416694e-5    ,-7.155874754971592e-6   ,1.0                ,1.1819275641755667e-5 ,                1 ,        4 ,        1 ,Forehand   ,LeftHand   ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.3051202893257141  ,0.02103767730295658  ,0.17707321047782898 ,-0.00044793152483180165 ,-2.5723014914547093e-5  ,4.735796028398909e-5    ,0.9999998807907104 ,1.356642951577669e-5  ,                1 ,        4 ,        1 ,Forehand   ,LeftHand   ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.30512484908103943 ,0.021042879670858383 ,0.1770753711462021  ,-0.00029232873930595815 ,-0.0001040335264406167  ,-4.987061402061954e-6   ,1.0                ,1.0298483175574802e-5 ,                1 ,        4 ,        1 ,Forehand   ,LeftHand   ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.30512070655822754 ,0.021045194938778877 ,0.17708386480808258 ,-0.0002197821158915758  ,6.889268843224272e-5    ,-9.210326243191957e-5   ,1.0                ,1.4989989722380415e-5 ,                1 ,        4 ,        1 ,Forehand   ,LeftHand   ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.30512040853500366 ,0.021043146029114723 ,0.1770780086517334  ,-0.00019821026944555342 ,4.9688016588333994e-5   ,-8.218859147746116e-5   ,1.0                ,1.724522007862106e-5  ,                1 ,        4 ,        1 ,Forehand   ,LeftHand   ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.30511924624443054 ,0.021039217710494995 ,0.17707549035549164 ,-0.00026825699023902416 ,2.784468961181119e-5    ,-5.146567855263129e-5   ,1.0                ,1.2286596756894141e-5 ,                1 ,        4 ,        1 ,Forehand   ,LeftHand   ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.30512142181396484 ,0.02104162611067295  ,0.17707473039627075 ,-0.0002911481715273112  ,2.015947575273458e-5    ,-9.628335101297125e-5   ,1.0                ,1.55709949467564e-5   ,                1 ,        4 ,        1 ,Forehand   ,LeftHand   ,Right-Target  ,Left-Distractor
RigidBody  ,       1 ,0.3051207959651947  ,0.02104724943637848  ,0.17708316445350647 ,-0.00024374894564971328 ,1.6185615095309913e-5   ,4.150878521613777e-5    ,1.0                ,1.6542569937882945e-5 ,                1 ,        4 ,        2 ,Forehand   ,LeftHand   ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.30511853098869324 ,0.02104783244431019  ,0.17708571255207062 ,-0.0002038658712990582  ,2.4478234990965575e-5   ,-3.863616439048201e-5   ,1.0                ,1.1923442798433825e-5 ,                1 ,        4 ,        2 ,Forehand   ,LeftHand   ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.3051189184188843  ,0.02104928158223629  ,0.17708127200603485 ,-0.0002679265453480184  ,6.141883204691112e-5    ,-0.00011002786050084978 ,1.0                ,1.598757808096707e-5  ,                1 ,        4 ,        2 ,Forehand   ,LeftHand   ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.3051223158836365  ,0.02103383094072342  ,0.17706428468227386 ,-0.0004939336213283241  ,-3.477081190794706e-5   ,-5.60451480851043e-5    ,0.9999998807907104 ,1.5086221537785605e-5 ,                1 ,        4 ,        2 ,Forehand   ,LeftHand   ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.305121511220932   ,0.0210455022752285   ,0.17706042528152466 ,-0.00013936359027866274 ,-5.4064643336459994e-5  ,-0.00011058137897634879 ,1.0                ,1.102285023080185e-5  ,                1 ,        4 ,        2 ,Forehand   ,LeftHand   ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.3051202595233917  ,0.02104361541569233  ,0.17708149552345276 ,-0.0002460666582919657  ,5.046933802077547e-5    ,-6.287146243266761e-5   ,1.0                ,1.3878230674890801e-5 ,                1 ,        4 ,        2 ,Forehand   ,LeftHand   ,Left-Target   ,Right-Distractor
RigidBody  ,       1 ,0.3051244020462036  ,0.02103772573173046  ,0.1770644336938858  ,-0.00036004430148750544 ,-0.00011607368651311845 ,6.061790918465704e-5    ,1.0                ,1.4139359336695634e-5 ,                1 ,        4 ,        3 ,Forehand   ,LeftHand   ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.30512169003486633 ,0.021043427288532257 ,0.17707963287830353 ,-0.00021377173834480345 ,5.0918526540044695e-5   ,-4.866483504883945e-5   ,1.0                ,1.555859125801362e-5  ,                1 ,        4 ,        3 ,Forehand   ,LeftHand   ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.3051265776157379  ,0.021039921790361404 ,0.177070751786232   ,-0.0002826385316438973  ,-6.287860014708713e-5   ,4.951553819410037e-6    ,1.0                ,1.0424131687614135e-5 ,                1 ,        4 ,        3 ,Forehand   ,LeftHand   ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.3051165044307709  ,0.021035991609096527 ,0.1770785003900528  ,-0.0003783110005315393  ,9.300211968366057e-5    ,1.9219609384890646e-5   ,1.0                ,2.03528834390454e-5   ,                1 ,        4 ,        3 ,Forehand   ,LeftHand   ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.30512234568595886 ,0.02103274315595627  ,0.1770649254322052  ,-0.0005367681733332574  ,-6.922362808836624e-5   ,5.4188480135053396e-5   ,0.9999998807907104 ,1.5339583114837296e-5 ,                1 ,        4 ,        3 ,Forehand   ,LeftHand   ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.3051239848136902  ,0.02103663980960846  ,0.17706093192100525 ,-0.00031646928982809186 ,-0.00011586405162233859 ,-2.005974602070637e-5   ,1.0                ,1.2992297342862003e-5 ,                1 ,        4 ,        3 ,Forehand   ,LeftHand   ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.30512213706970215 ,0.021036509424448013 ,0.1770680993795395  ,-0.00036174332490190864 ,-5.211230472923489e-6   ,-6.392762588802725e-5   ,1.0                ,1.0621783076203428e-5 ,                1 ,        4 ,        3 ,Forehand   ,LeftHand   ,Centre-Target ,Right-Distractor
RigidBody  ,       1 ,0.3051205277442932  ,0.021041203290224075 ,0.17707592248916626 ,-0.0002619048173073679  ,-1.6197209333768114e-5  ,-5.898144809179939e-5   ,1.0                ,1.3168095392757095e-5 ,                1 ,        4 ,        4 ,Forehand   ,LeftHand   ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.3051217794418335  ,0.021036917343735695 ,0.17707104980945587 ,-0.00026620898279361427 ,-0.00011014945630449802 ,8.444849299849011e-6    ,1.0                ,1.298717143072281e-5  ,                1 ,        4 ,        4 ,Forehand   ,LeftHand   ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.3051178455352783  ,0.021038245409727097 ,0.17708052694797516 ,-0.0003570549306459725  ,1.994731974264141e-5    ,7.540404476458207e-5    ,1.0                ,1.9318478734930977e-5 ,                1 ,        4 ,        4 ,Forehand   ,LeftHand   ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.305115282535553   ,0.021035535261034965 ,0.17708291113376617 ,-0.00045403948752209544 ,9.293058974435553e-5    ,-9.545576176606119e-6   ,0.9999998807907104 ,1.6499398043379188e-5 ,                1 ,        4 ,        4 ,Forehand   ,LeftHand   ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.3051135838031769  ,0.02103426679968834  ,0.1770802140235901  ,-0.00042323418892920017 ,5.9440175391500816e-5   ,4.2282943468308076e-5   ,0.9999998807907104 ,1.6703572327969596e-5 ,                1 ,        4 ,        4 ,Forehand   ,LeftHand   ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.30511990189552307 ,0.021039307117462158 ,0.17707745730876923 ,-0.00025865950738079846 ,7.003314385656267e-5    ,-1.708480340312235e-5   ,1.0                ,1.467577021685429e-5  ,                1 ,        4 ,        4 ,Forehand   ,LeftHand   ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.30511656403541565 ,0.021037032827734947 ,0.17707352340221405 ,-0.0002536333631724119  ,3.46461747540161e-5     ,1.4079504580877256e-5   ,1.0                ,1.1553813237696886e-5 ,                1 ,        4 ,        4 ,Forehand   ,LeftHand   ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.30512186884880066 ,0.021035822108387947 ,0.1770646870136261  ,-0.00038649654015898704 ,-0.00014784367522224784 ,-8.874189006746747e-6   ,1.0                ,1.4145660315989517e-5 ,                1 ,        4 ,        4 ,Forehand   ,LeftHand   ,Right-Target  ,Centre-Distractor
RigidBody  ,       1 ,0.3051193654537201  ,0.02104250341653824  ,0.17707952857017517 ,-0.00019592662283685058 ,2.4898316041799262e-5   ,2.912760101025924e-5    ,1.0                ,1.5621746570104733e-5 ,                1 ,        4 ,        5 ,Forehand   ,LeftHand   ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.3051184415817261  ,0.02103758417069912  ,0.17708128690719604 ,-0.00037506892113015056 ,0.00011702475603669882  ,-6.129253051767591e-6   ,1.0                ,1.729887844703626e-5  ,                1 ,        4 ,        5 ,Forehand   ,LeftHand   ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.30510932207107544 ,0.021046224981546402 ,0.17705515027046204 ,-9.923929610522464e-5   ,-0.0002909417380578816  ,-1.880573108792305e-5   ,1.0                ,3.073188418056816e-5  ,                1 ,        4 ,        5 ,Forehand   ,LeftHand   ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.3051181137561798  ,0.021044516935944557 ,0.1770785003900528  ,-0.0001943725219462067  ,5.897308074054308e-5    ,-4.505088145378977e-5   ,1.0                ,1.5484924006159417e-5 ,                1 ,        4 ,        5 ,Forehand   ,LeftHand   ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.30511990189552307 ,0.02103850431740284  ,0.17707830667495727 ,-0.00021910933719482273 ,6.167925312183797e-5    ,5.799051905341912e-6    ,1.0                ,1.3116926311340649e-5 ,                1 ,        4 ,        5 ,Forehand   ,LeftHand   ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.3051202595233917  ,0.021034453064203262 ,0.17706292867660522 ,-0.000541483226697892   ,-5.4783737141406164e-5  ,2.309814590262249e-5    ,0.9999998807907104 ,1.3849142305843998e-5 ,                1 ,        4 ,        5 ,Forehand   ,LeftHand   ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.30512210726737976 ,0.021041518077254295 ,0.17706647515296936 ,-0.0003857662668451667  ,-0.0001001283890218474  ,3.3698612242005765e-5   ,1.0                ,1.2657606930588372e-5 ,                1 ,        4 ,        5 ,Forehand   ,LeftHand   ,Left-Target   ,Centre-Distractor
RigidBody  ,       1 ,0.30512312054634094 ,0.021043390035629272 ,0.1770797222852707  ,-0.00023937223886605352 ,-8.902146873879246e-6   ,1.1556060599104967e-5   ,1.0                ,1.6048350516939536e-5 ,                1 ,        4 ,        6 ,Forehand   ,LeftHand   ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.3051212430000305  ,0.021042004227638245 ,0.177082359790802   ,-0.00025646822177805006 ,3.889128129230812e-5    ,-1.6243964637396857e-5  ,1.0                ,1.3324386600288562e-5 ,                1 ,        4 ,        6 ,Forehand   ,LeftHand   ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.3051213324069977  ,0.021039951592683792 ,0.1770801693201065  ,-0.00022761101718060672 ,6.914991536177695e-5    ,-5.4416406783275306e-5  ,1.0                ,1.3850998584530316e-5 ,                1 ,        4 ,        6 ,Forehand   ,LeftHand   ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.30512601137161255 ,0.021041477099061012 ,0.1770700365304947  ,-0.0003721962566487491  ,-5.451338074635714e-5   ,-9.350503387395293e-5   ,1.0                ,1.2131449693697505e-5 ,                1 ,        4 ,        6 ,Forehand   ,LeftHand   ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.30512478947639465 ,0.02103995345532894  ,0.1770697981119156  ,-0.0003494329284876585  ,-5.360594150261022e-5   ,3.7309609979274683e-6   ,1.0                ,1.2824964869651012e-5 ,                1 ,        4 ,        6 ,Forehand   ,LeftHand   ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.30512332916259766 ,0.02104492485523224  ,0.17707884311676025 ,-0.0002179681760026142  ,5.7230798120144755e-5   ,-1.0740021025412716e-5  ,1.0                ,1.4831131920800544e-5 ,                1 ,        4 ,        6 ,Forehand   ,LeftHand   ,Centre-Target ,Left-Distractor
RigidBody  ,       1 ,0.3051270544528961  ,0.021038824692368507 ,0.1770673543214798  ,-0.00029872264713048935 ,-7.076836482156068e-5   ,-2.3519460228271782e-5  ,1.0                ,9.225187568517867e-6  ,                1 ,        4 ,        6 ,Forehand   ,LeftHand   ,Centre-Target ,Left-Distractor
